,储运注意事项：,"储存于阴凉、干燥、通风处。远离火种、热源。保持容器密封。应
与氧化剂分开存放。分装和搬运作业要注意个人防护。搬运时要轻
装轻卸，防止包装及容器损坏。
ERG指南：154 ERG指南分类：有毒和/或腐蚀性物质(不燃的)"
"毒
性
危
害",接触限值：,氯化锌烟尘:PC-TWA：1mg/m3；PC-STEL：2mg/m3
,侵入途径：,吸入、食入、经皮吸收
,毒性：,"LD ：350mg/kg(大鼠经口)
50"
,健康危害：,"本品有刺激和腐蚀作用。吸入氯化锌烟雾可引起支气管肺炎。高浓
度吸入可致死。患者表现有呼吸困难、胸部紧束感、胸骨后疼痛、
咳嗽等。眼接触可致结膜炎或灼伤。口服腐蚀口腔和消化道，严重
者可致死。
IDLH：50mg/m3(按烟计) OSHA：表Z—1空气污染物
健康危害(蓝色)：1"
"急
救",皮肤接触：,"脱去污染的衣着，用流动清水冲洗l0min或用2％碳酸氢钠溶液冲洗。
就医。对少量皮肤接触，避免将物质播散面积扩大。注意患者保暖
并且保持安静。吸入、食入或皮肤接触该物质可引起迟发反应。确
保医务人员了解该物质相关的个体防护知识，注意自身防护。"
,眼睛接触：,"立即提起眼睑，用流动清水冲洗10min或用2％碳酸氢钠溶液冲洗。
就医。"
,吸入：,"迅速脱离现场至空气新鲜处。保持呼吸道通畅。呼吸困难时给输氧。
呼吸停止时，立即进行人工呼吸。就医。如果患者食入或吸入该物
质不要用口对口进行人工呼吸，可用单向阀小型呼吸器或其他适当
的医疗呼吸器。"
,食入：,患者清醒时立即漱口，给饮牛奶或蛋清。就医。
"防
护
措
施",工程控制：,密闭操作，局部排风。
,呼吸系统防护：,"可能接触其粉尘时，应该佩带防毒面具。必要时佩带自给式呼吸器。
NIOSH
10mg/m3：防尘防烟雾防焊接烟尘呼吸器、供气式呼吸器。
25mg/m3：连续供气式呼吸器、动力驱动且有防尘防烟雾防焊接烟尘
滤层的空气净化呼吸器。
50mg/m3：高效滤层防微粒全面罩呼吸器、动力驱动带高效滤层面罩
紧贴面部的空气净化呼吸器、自携式呼吸器、全面罩呼吸器。
应急或有计划进入浓度未知区城，或处于立即危及生命或健康的状
况：自携式正压全面罩呼吸器、供气式正压全面罩呼吸器辅之以辅
助自携式正压呼吸器。
逃生：高效滤层防微粒全面罩呼吸器、自携式逃生呼吸器。"
,眼睛防护：,戴化学安全防护眼镜。
,防护服：,穿工作服(防腐材料制作)。
,手防护：,戴橡皮手套。
,其他：,"工作后，淋浴更衣。单独存放被毒物污染的衣服，洗后再用。保持
良好的卫生习惯。"
泄漏处置：,,"隔离泄漏污染区，周围设警告标志，建议应急处理人员戴好防毒面
具，穿化学防护服。不要直接接触泄漏物，避免扬尘，用清洁的铲
子收集于干燥净洁有盖的容器中，使其溶于a．水、b．酸、或c．氧
化成水溶液状态，再加硫化物发生沉淀反应，然后废弃。如大量泄
漏，收集回收或无害处理后废弃。"
