,储运注意事项：,"通常商品加有阻聚剂。储存于阴凉、通风仓间内。远离火种、热源。
仓温不宜超过 20℃。防止阳光直射。包装要求密封，不可与空气接
触。应与氧化剂、酸类、碱类分开存放。储存间内的照明、通风等
设施应采用防爆型，开关设在仓外。配备相应品种和数量的消防器
材。罐储时要有防火防爆技术措施。露天贮罐夏季要有降温措施。
禁止使用易产生火花的机械设备和工具。灌装时应注意流速(不超过
3m/s)，且有接地装置，防止静电积聚。搬运时要轻装轻卸，防止包
装及容器损坏。
废弃：处置前参阅国家和地方有关法规。废物储存参见“储运注意事
项”。用控制焚烧法处置。
ERG指南：127 ERG指南分类：易燃液体(极性的/与水混溶的)
包装方法：小开口钢桶；螺纹口玻璃瓶、铁盖压口玻璃瓶、塑料瓶
或金属桶（罐）外木板箱。"
"毒
性
危
害",接触限值：,PC-TWA：300mg/m3
,侵入途径：,吸入、食入、经皮吸收
,毒性：,"LD ：2816mg/kg(大鼠经口)；LC ：21000ppm 3h(大鼠吸入)
50 50
致突变性 DNA损失：哺乳动物淋巴细胞100mmol/L。
该物质对环境可能有危害，对水体应给予特别注意。"
,健康危害：,"本品具有麻醉作用。吸入后引起上呼吸道刺激、恶心、头晕、头痛
和中枢神经系统抑制。能引起肝、肾损害。液体或高浓度蒸气对眼
有刺激性。长期反复皮肤接触，可因脱脂作用而发生皮炎。
IDLH：2000ppm(5900mg、m3)(10％LEL)
嗅阈：3.8ppm；OSHA：表Z—1空气污染物
健康危害(蓝色)：2"
"急
救",皮肤接触：,"脱去污染的衣着，立即用流动清水彻底冲洗。注意患者保暖并且保
持安静。确保医务人员了解该物质相关的个体防护知识，注意自身
防护。"
,眼睛接触：,立即提起眼睑；用大量流动清水彻底冲洗。
,吸入：,"迅速脱离现场至空气新鲜处。呼吸困难时给输氧。呼吸停止时，立
即进行人工呼吸。就医。"
,食入：,患者清醒时给饮大量温水，催吐，就医。
"防
护
措
施",工程控制：,生产过程密闭，全面通风。
,呼吸系统防护：,"可能接触其蒸气时，应该佩带防毒口罩。必要时建议佩带自给式呼
吸器。NIOSH/OSHA 2000ppm：连续供气式呼吸器、装药剂盒防有
机蒸气的全面罩呼吸器、装有机蒸气滤毒盒的空气净化式全面罩呼
吸器(防毒面具)、动力驱动装有机蒸气滤毒盒的空气净化呼吸器、自
携式呼吸器、全面罩呼吸器。 应急或有计划进入浓度未知区域，
或处于立即危及生命或健康的状况：自携式正压全面罩呼吸器、供
气式正压全面罩呼吸器辅之以辅助自携式正压呼吸器。 逃生：装
有机蒸气滤毒盒的空气净化式全面罩呼吸器(防毒面具)、自携式逃生
呼吸器。"
,眼睛防护：,一般不需特殊防护，高浓度接触时可戴安全防护眼镜。
,防护服：,穿相应的防护服。
,手防护：,戴防化学品手套。
,其他：,工作现场严禁吸烟。工作后，淋浴更衣。注意个人清洁卫生。
泄漏处置：,,"疏散泄漏污染区人员至安全区，禁止无关人员进入污染区，切断火
源。建议应急处理人员戴自给式呼吸器，穿一般消防防护服。在确
保安全情况下堵漏。喷水雾会减少蒸发，但不能降低泄漏物在受限"
